"id"	"Lib151Humandendritic0hrLPSrep1_IP"	"Lib151Humandendritic0hrLPSrep2_IP"	"Lib151Humandendritic0hrLPSrep3_IP"	"Lib151Humandendritic3hrLPSrep1_IP"	"Lib151Humandendritic3hrLPSrep2_IP"	"Lib151Humandendritic3hrLPSrep3_IP"	"Lib151Humandendritic6hrLPSrep1_IP"	"Lib151Humandendritic6hrLPSrep2_IP"	"Lib151Humandendritic6hrLPSrep3_IP"	"geneSymbol"	"name"	"desc"	"txLength"
27160	118	149	153	30	44	45	77	80	93	"Tcta"	"uc009rpd.1"	"T-cell leukemia translocation-altered gene"	1629
27161	6834	6137	5947.94	6299	6173	5386	6096	5842	6300	"Rhoa"	"uc009rpe.2"	"transforming protein RhoA precursor"	2126
27162	28956.02	26763.92	28948.17	18105	17407	16771.02	10768.84	9905	13422.83	"Gpx1"	"uc009rpf.2"	"glutathione peroxidase 1"	1045
27163	1544.29	1263.43	1261	881.29	939.35	833.06	1338	1047	1187.02	"Usp4"	"uc009rph.2"	"ubiquitin carboxyl-terminal hydrolase 4"	3668
27164	0	1	2	1	2	0	3	2	1	"1700102P08Rik"	"uc009rpk.2"	"hypothetical protein LOC112418"	1098
27165	6.47	5.46	4.88	1.89	2.32	2.6	2.25	4.06	3.82	"Ccdc36"	"uc009rpl.2"	"coiled-coil domain-containing protein 36"	2866
27166	0	0	0	0	0	0	0	0	0	"BC048562"	"uc009rpm.1"	"hypothetical protein LOC434439"	687
27167	22.03	23	32	15.24	47.07	27.01	56.06	35.01	41.06	"Klhdc8b"	"uc009rpp.1"	"kelch domain-containing protein 8B"	2953
27168	900	612	640	463	496	559	656	656	571	"Ccdc71"	"uc009rpq.2"	"coiled-coil domain-containing protein 71"	3108
27169	20	11	10	6	14	10	8	10	6	"Lamb2"	"uc009rpr.2"	"laminin subunit beta-2 precursor"	5624
27170	2297	1627	1795.97	1072	1458	1318	1734	1271	1351.94	"Usp19"	"uc009rpt.2"	"ubiquitin carboxyl-terminal hydrolase 19 isoform"	4717
27171	1679.09	1600.02	1794.24	852.93	925.85	808.66	857.31	896.01	857.83	"Qars"	"uc009rpy.2"	"glutaminyl-tRNA synthetase isoform 1"	2501
27172	891	518	567.62	594	696.01	666	657	472	568	"Qrich1"	"uc009rqe.2"	"glutamine-rich protein 1"	3238
27173	1410	1271	1353	845	828	778	406	381	417	"Impdh2"	"uc009rqg.1"	"inosine-5'-monophosphate dehydrogenase 2"	1625
27174	249	299	342	180	162	187	162	200	205	"Ndufaf3"	"uc009rqh.1"	"NADH dehydrogenase [ubiquinone] 1 alpha"	1067
27175	14	11	7	10	6	19	11	12	8	"Mir191"	"uc012hat.1"	"Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833445I07 product:unclassifiable, full insert sequence."	543
27176	411	338	386	171	213	210	142	156	174	"Dalrd3"	"uc009rqi.1"	"DALR anticodon-binding domain-containing protein"	1737
27177	246	239.87	248.97	64	82	85	62	61	82	"Wdr6"	"uc009rqj.1"	"WD repeat-containing protein 6"	4092
27178	2.18	5	6.78	4	3.09	3	4	5	4	"P4htm"	"uc009rqk.1"	"transmembrane prolyl 4-hydroxylase"	1810
27179	622	598	690	627	589	550	651	559	473	"Arih2"	"uc009rqo.1"	"E3 ubiquitin-protein ligase ARIH2"	3923
27180	261	223	228	116	157	103	132	141	158	"Slc25a20"	"uc009rqs.1"	"mitochondrial carnitine/acylcarnitine carrier"	1783
27181	806	616	525	196	179	125	127.83	72	157	"Prkar2a"	"uc009rqt.1"	"cAMP-dependent protein kinase type II-alpha"	4040
27182	24.37	49.46	9.7	7.04	31.17	9.08	38.92	25.58	37.1	"Ip6k2"	"uc009rqv.1"	"SubName: Full=Putative uncharacterized protein;"	1193
27183	241.63	166.54	225.3	162.96	181.83	172.92	248.08	299.42	224.9	"Ip6k2"	"uc009rqx.1"	"inositol hexakisphosphate kinase 2"	1842
27184	543	373	403.99	63	114	97	120	169	169	"Nckipsd"	"uc009rqz.1"	"NCK-interacting protein with SH3 domain"	2870
27185	147	108	137	31	37	22	41	24	42	"Celsr3"	"uc009rrb.1"	"cadherin EGF LAG seven-pass G-type receptor 3"	11547
27186	183	145	159	40	61	48	68	50	91	"Slc26a6"	"uc009rre.2"	"solute carrier family 26, member 6"	3142
27187	0	0	0	0	0	0	0	0	0	"Tmem89"	"uc009rrf.1"	"transmembrane protein 89 precursor"	538
27188	4825.08	4175	4641	3415.91	3155.99	3050	2838	2525	2528	"Uqcrc1"	"uc009rrg.1"	"cytochrome b-c1 complex subunit 1, mitochondrial"	1656
27189	18	17	12	13	16	14	20	9	13	"Col7a1"	"uc009rrh.1"	"collagen alpha-1(VII) chain precursor"	9198
27190	0	0	0	0	0	0	0	0	0	"Ucn2"	"uc012hax.1"	"urocortin-2"	1002
27191	819.99	680	697	168	139	144	167	153	231	"Pfkfb4"	"uc009rri.1"	"6-phosphofructo-2-kinase/fructose-2,"	3361
27192	4780.95	3853	3832	4722	5255	4678	6854.58	6059	5556.89	"Shisa5"	"uc009rrm.1"	"protein shisa-5 isoform 1"	1834
27193	1163.75	881.29	858.81	6942.15	7312.77	7828.22	7206.71	7079.96	6488.66	"Trex1"	"uc009rrr.1"	"three prime repair exonuclease 1"	1074
27194	265.25	180.71	178.19	135.85	133.6	113.77	84.29	72.04	102.34	"Atrip"	"uc009rru.2"	"ATR-interacting protein"	3130
27195	3939.42	3887	4748	2939	2833	3033	2828	3912	3193	"Ccdc72"	"uc009rrw.1"	"coiled-coil domain-containing protein 72"	637
27196	148	143	171	53	57	52	87	84	85	"Ccdc51"	"uc009rrx.2"	"coiled-coil domain-containing protein 51"	2397
27197	0	0	0.98	0	0	0	0	0	0	"AK142995"	"uc012hbb.1"	"Mus musculus 12 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:C530042I03 product:hypothetical protein, full insert sequence."	2010
27198	5	0	2	1	2.01	0	1	0	1	"Plxnb1"	"uc009rrz.2"	"plexin-B1 precursor"	8600
27199	1	0	0	0.86	0	0	0	0.8	0	"Fbxw21"	"uc009rsa.1"	"F-box domain containing protein"	1486
27200	0	0	0	0	0	0	0	0	0	"Fbxw13"	"uc009rsc.1"	"F-box and WD-40 domain protein 13"	1485
27201	0	0	0	0	0	0	0	0	0	"Fbxw20"	"uc009rsd.1"	"F-box and WD-40 domain protein 20"	1481
27202	0	0	0	0	0	0	0	0	0	"Fbxw14"	"uc009rse.1"	"F-box and WD-40 domain protein 14"	1497
27203	0	0	0	0	0	0	0	0	0	"Fbxw28"	"uc009rsh.2"	"F-box and WD-40 domain protein 28 isoform 2"	1493
27204	0	0	0	0	0	0	0	0	0	"Fbxw22"	"uc009rsi.1"	"F-box and WD-40 domain protein 22"	1824
27205	0	0	0	0	1	0	0	0	0	"Fbxw16"	"uc009rsj.1"	"F-box and WD-40 domain protein 16"	1511
27206	0	0	0	0	0	0	0	0	0	"Fbxw19"	"uc009rsk.1"	"F-box and WD-40 domain protein 19"	1462
27207	0	0	0	0	0	0	0	0	0	"Fbxw15"	"uc009rsl.1"	"F-box and WD-40 domain protein 15"	1495
27208	0	0	1	0	0	0	0	0	0	"Fbxw24"	"uc009rsm.2"	"F-box and WD-40 domain protein 24"	1488
27209	1	0	0	2	1	1	0	2	1	"AK143305"	"uc009rsn.1"	"Mus musculus 2 days pregnant adult female ovary cDNA, RIKEN full-length enriched library, clone:E330001B16 product:similar to F-box protein FBX12 [Mus musculus], full insert sequence."	1490
27210	0	0	0	0	0	0	0	0	0	"Fbxw18"	"uc009rso.1"	"F-box and WD-40 domain protein 18"	1519
27211	0	0	0	0	0	0	0	0	0	"Fbxw26"	"uc009rsp.1"	"F-box and WD-40 domain protein 26"	1824
27212	0	0	0	0	0	0	0	0	0	"AK007274"	"uc009rsq.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700124P09 product:unclassifiable, full insert sequence."	683
27213	0	0	0	0	0	0	0	0	0	"Spink8"	"uc009rsr.1"	"serine protease inhibitor Kazal-type 8"	679
27214	18.63	15.73	19.87	7.77	15.23	10.13	22.54	5.75	5.74	"3000002C10Rik"	"uc012hbf.1"	"Mus musculus 12 days embryo head cDNA, RIKEN full-length enriched library, clone:3000002C10 product:glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) homolog [Mus musculus], full insert sequence."	1276
27215	107	146	147	57	60	68	109	99	97	"Nme6"	"uc009rst.1"	"nucleoside diphosphate kinase 6"	1025
27216	204	202	258	235	279	276	206	241	212	"Camp"	"uc009rsv.2"	"cathelin-related antimicrobial peptide"	599
27217	327	258	284	124	147	96	179	146	129	"Cdc25a"	"uc009rsw.1"	"M-phase inducer phosphatase 1"	3627
27218	4720	3201	3356.83	4238	5282	4943	6668	5411.83	5234.99	"Mtap4"	"uc009rsz.2"	"microtubule-associated protein 4"	5666
27219	616	566	547	180	261.89	223	327	300	286	"Dhx30"	"uc009rth.1"	"putative ATP-dependent RNA helicase DHX30"	3903
27220	1007.58	667.4	780	389.12	459.1	377.08	400.8	291	353.25	"Smarcc1"	"uc009rtp.1"	"SWI/SNF complex subunit SMARCC1"	5673
27221	1	0	0	0	1	0	0	2	3	"Cspg5"	"uc009rts.2"	"chondroitin sulfate proteoglycan 5 isoform b"	3871
27222	84.72	133.13	105.48	31.45	66.19	51.11	78.93	63.8	72.87	"2610002I17Rik"	"uc009rtv.1"	"transmembrane protein 103"	2064
27223	747	470	473	400	488	485	355	255	390.01	"Scap"	"uc009rtx.2"	"sterol regulatory element-binding protein"	4286
27224	1085	664.93	640	1271	1552	1540	1338	970	1057	"Ptpn23"	"uc009rty.1"	"tyrosine-protein phosphatase non-receptor type"	5336
27225	1507	1323.98	1454	1655	1997	1831	1268	1288	1222	"Ngp"	"uc009rtz.2"	"neutrophilic granule protein"	1161
27226	526	353	407	217	313	269	621.83	475.01	467	"Klhl18"	"uc009rua.1"	"kelch-like 18"	4530
27227	37	44	38	10	12	26	27	26	27	"Kif9"	"uc009rue.2"	"kinesin-like protein KIF9 isoform 1"	3162
27228	1011.05	719	784	612.94	830.67	658.8	771.59	582	628.01	"Setd2"	"uc009rug.2"	"SET domain containing 2"	8350
27229	38	33	42	9	8	6	5	13	9	"Nradd"	"uc009ruk.1"	"death domain containing membrane protein NRADD"	1164
27230	2988	1669.01	1837.33	227	329	264	273	187	445	"Nbeal2"	"uc009rul.2"	"neurobeachin-like protein 2"	8803
27231	1270	1102	1257	469	561	557	602	642	717	"Ccdc12"	"uc009rum.2"	"coiled-coil domain-containing protein 12"	821
27232	0	0	0	0	0	0	0	0	0	"DQ564716"	"uc009run.1"	"DQ564716"	22
27233	3	5	2	1	0	0	0	0	1	"Pth1r"	"uc009ruo.1"	"parathyroid hormone/parathyroid hormone-related"	2255
27234	0	0	0	0	0	0	0	0	0	"Myl3"	"uc009rur.1"	"myosin light chain 3"	898
27235	2.02	2.48	0	0.38	0	0.95	0	0	1	"Prss42"	"uc009rus.1"	"serine protease 42 precursor"	1555
27236	0	0	0	0	0	0	0	0	0	"Prss44"	"uc009rut.2"	"testis serine protease 4"	1838
27237	0	0	0.97	3.03	1.69	3.34	0	0	0.71	"Prss43"	"uc009ruv.1"	"protease, serine, 43"	1992
27238	0	0	0	0	0	0	0	0	0	"Prss45"	"uc009ruw.1"	"inactive serine protease 45 precursor"	1232
27239	1	0	1	0	1	0	0	1	1	"Prss46"	"uc009ruy.1"	"protease, serine, 46"	1257
27240	0	0	2	0	2	0	0	2	0	"Prss50"	"uc009rva.1"	"testis-specific protease-like protein 50"	1455
27241	6	7	5	0	0	0	3	6	2	"Tmie"	"uc009rvb.1"	"transmembrane inner ear expressed protein"	2437
27242	515.09	443.07	500.17	119.17	181.55	155.73	119.99	104.68	145.39	"Als2cl"	"uc009rvd.2"	"ALS2 C-terminal-like protein"	5088
27243	0	0	0	0	0	0	0	0	0	"Gm590"	"uc012hbm.1"	"hypothetical protein LOC235634"	499
27244	1	1	2	3	3	2	7	4	5	"Tdgf1"	"uc009rvg.1"	"teratocarcinoma-derived growth factor precursor"	1927
27245	7.49	4.98	12.42	12.85	41.94	29.1	7.39	14.38	14.34	"Lrrc2"	"uc009rvh.1"	"leucine-rich repeat-containing protein 2"	3655
27246	2.48	0	0	0	4	0	0	0.4	1	"Rtp3"	"uc012hbp.1"	"receptor-transporting protein 3"	2455
27247	1081	692	723	721	797	749	462	322	389	"Ltf"	"uc009rvj.1"	"lactotransferrin precursor"	2742
27248	255	208	197	9060.59	5775.09	5190	5523.02	4908.09	4447	"Ccrl2"	"uc009rvk.1"	"C-C chemokine receptor-like 2"	2110
27249	1263	1073	1109.04	1511.98	1463	1535	1034	1024	942	"Lrrfip2"	"uc009rvn.2"	"leucine-rich repeat flightless-interacting"	3260
27250	315	248	290	75	80	81	97	62	81	"Mlh1"	"uc009rvp.2"	"DNA mismatch repair protein Mlh1"	2598
27251	168	139	128	53.01	61	53	88.44	50	59	"Epm2aip1"	"uc009rvr.1"	"EPM2A-interacting protein 1"	7247
27252	0	1	0	0	0	0	1	0	1	"Trank1"	"uc009rvt.2"	"TPR and ankyrin repeat-containing protein 1"	10520
27253	60	24	43	3	4	5	1	0	2	"Dclk3"	"uc009rvv.2"	"serine/threonine-protein kinase DCLK3"	3498
27254	0	0	2	0	1	1	0	0	1	"Stac"	"uc009rvw.1"	"SH3 and cysteine-rich domain-containing protein"	2515
27255	0	0	0	1	1.71	0	0	0	0	"Arpp21"	"uc009rvx.2"	"cAMP-regulated phosphoprotein 21 isoform 3"	3181
27256	0	0	0	0	0	0	0	0	0	"Mir128-2"	"uc012hbt.1"	"Mus musculus microRNA 128-2 (Mir128-2), microRNA."	76
27257	0	0	0	0	0	0	0	0	0	"2900079G21Rik"	"uc009rwj.1"	"Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900079G21 product:RIKEN cDNA 2900079G21 gene, full insert sequence."	2961
27258	0	0	0	0	0	0	0	0	0	"2900079G21Rik"	"uc012hbw.1"	"Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930049C20 product:unclassifiable, full insert sequence."	2764
27259	5.79	2.53	2.94	0	6.86	3.82	5.71	1.02	1.63	"AK049838"	"uc009rwk.1"	"Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630002N03 product:unclassifiable, full insert sequence."	2179
27260	1	0	0	0	0	0	0	0	1	"AK135764"	"uc009rwl.1"	"Mus musculus in vitro fertilized eggs cDNA, RIKEN full-length enriched library, clone:7420413E19 product:unclassifiable, full insert sequence."	961
27261	4812.42	3587	3679	3601	3598.02	3553	4551.99	3533	3694	"Pdcd6ip"	"uc009rwo.2"	"programmed cell death 6-interacting protein"	5966
27262	578.38	419.78	440	659.01	692.58	560.88	599.37	414.82	476.85	"Clasp2"	"uc009rwr.2"	"CLIP-associating protein 2 c"	6366
27263	885	792	905	544	786	630	661	529	608	"Ubp1"	"uc009rwx.1"	"upstream-binding protein 1 isoform a"	3852
27264	125	137	173	42	65	46	40	41	46	"Fbxl2"	"uc009rxa.1"	"F-box/LRR-repeat protein 2"	3203
27265	0	1	1	0	0	0	0	0	0	"Susd5"	"uc009rxb.2"	"sushi domain containing 5"	3874
27266	4.03	2	13	5	8	8	4	2	3.94	"AK077029"	"uc009rxc.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921528I07 product:4921528I07RIK PROTEIN, full insert sequence."	3798
27267	12.31	20.8	15.29	55.77	42.55	31.8	35	41.47	46.97	"Bcl2a1c"	"uc009rxd.1"	"B-cell leukemia/lymphoma 2 related protein A1c"	444
27268	0	4	3	1	1	3	0	1	0	"AK015892"	"uc009rxe.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930525D18 product:unclassifiable, full insert sequence."	936
27269	22.6	43.25	52.24	54.11	93.6	69.11	125.64	79.13	63.06	"BC020150"	"uc012hca.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930520O04 product:unclassifiable, full insert sequence."	2660
27270	1458	1359	1438	811	958	904	887	826	864	"Crtap"	"uc009rxg.2"	"cartilage-associated protein precursor"	1714
27271	458.31	291.53	295.35	172.01	231.58	210.36	277.75	216.92	272.26	"Tmppe"	"uc009rxh.2"	"transmembrane protein with"	6856
27272	1062.26	967.58	949.45	818.03	912.58	811.3	1033.28	959.24	1041.43	"Glb1"	"uc009rxm.2"	"beta-galactosidase precursor"	2377
27273	4.05	3	4.59	20.93	43.04	27.03	273.17	221.09	157.56	"Ccr4"	"uc009rxo.2"	"C-C chemokine receptor type 4"	2787
27274	0	0	0	0	0	0	0	0	0	"Trim71"	"uc009rxp.1"	"tripartite motif-containing protein 71"	5192
27275	571	508	549.02	197.99	254.24	250.02	278.92	245.92	247.74	"Cnot10"	"uc009rxq.2"	"CCR4-NOT transcription complex subunit 10"	2983
27276	777.46	612.39	601.57	954.03	982.05	771.08	941.01	748.03	804.33	"Dync1li1"	"uc009rxy.1"	"cytoplasmic dynein 1 light intermediate chain 1"	2035
27277	0	0	0.81	0	0	0	0	0	0	"AK202543"	"uc009rya.1"	"Mus musculus cDNA, clone:Y1G0141O18, strand:unspecified."	399
27278	2058	1736	1843	2616.01	2897	2353	3597	3041.6	3027.57	"Cmtm6"	"uc009ryb.1"	"CKLF-like MARVEL transmembrane domain-containing"	3352
27279	1949.98	1769	1897	751	979	972	1390	1337	1635	"Cmtm7"	"uc009ryc.1"	"CKLF-like MARVEL transmembrane domain-containing"	973
27280	5	4	3	2	1	1	0	0	3	"Cmtm8"	"uc009ryg.1"	"CKLF-like MARVEL transmembrane domain-containing"	1064
27281	751	579	604	86	105	69	97.47	99	141.04	"Gpd1l"	"uc009ryj.2"	"glycerol-3-phosphate dehydrogenase 1-like"	4393
27282	21	24	19	6	0	1	5	5	1	"Osbpl10"	"uc009rym.1"	"oxysterol-binding protein-related protein 10"	1872
27283	0	0	0	0	0	0	0	0	0	"AK132957"	"uc009ryo.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930533K06 product:unclassifiable, full insert sequence."	554
27284	1844	1510	1589	1068	1119	908	1266	966.53	1001	"Stt3b"	"uc009ryp.1"	"dolichyl-diphosphooligosaccharide--protein"	4220
27285	1	6.03	3.01	4.01	3.29	2.01	2	2	2	"Stmn1-rs1"	"uc012hce.1"	"Mus musculus stathmin 1, related sequence 1 (Stmn1-rs1), non-coding RNA."	979
27286	2.38	1.56	0	1.75	7.9	2.05	0.97	1.48	3.13	"Gadl1"	"uc009ryr.2"	"glutamate decarboxylase-like protein 1"	3652
27287	3065	1946	2033	462	502	449	505.89	379	585	"Tgfbr2"	"uc009rys.2"	"TGF-beta receptor type-2 isoform 1"	4788
27288	0	0	0	0	0	0	0	0	0	"AK041339"	"uc009ryu.1"	"Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630003C19 product:unclassifiable, full insert sequence."	943
27289	1	7	6	3	5	9	3	7	10	"Rbms3"	"uc009rza.2"	"RNA-binding motif, single-stranded-interacting"	7405
27290	0	0	0	2.26	0	0	0	0	2.59	"AK086087"	"uc009rze.1"	"Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930003N06 product:unclassifiable, full insert sequence."	1655
27291	2	0	0	0	0.2	0	3	1	0	"Zcwpw2"	"uc009rzf.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930430K04 product:hypothetical protein, full insert sequence."	1665
27292	0	0	1	1	2.8	2	1	1	4	"AK013480"	"uc009rzh.1"	"Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900003F04 product:5-azacytidine induced gene 2, full insert sequence."	2070
27293	634	522	587.36	1404	1630.11	1324.61	2106	1848	1617	"Azi2"	"uc009rzj.1"	"5-azacytidine-induced protein 2 isoform a"	3464
27294	417	504	642	333	344	344	292	340	342	"Cmc1"	"uc009rzl.2"	"COX assembly mitochondrial protein homolog"	1183
27295	2	1	2	0	0	0	0	1	0	"AK039053"	"uc009rzn.1"	"Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230090L04 product:unclassifiable, full insert sequence."	1181
27296	0	0	0	0	1.78	0	0	1	0	"Eomes"	"uc009rzq.2"	"eomesodermin homolog isoform 1"	3715
27297	1378.93	946	968	1071	1216.41	1121	1426.05	972	993	"Golga4"	"uc009rzu.1"	"Golgin subfamily A member 4"	7532
27298	1	0	0	0	0	2.01	12.02	9.13	12.37	"Itga9"	"uc009rzw.2"	"integrin alpha 9 isoform a"	7001
27299	0	2	0	0	0	0	0.01	0	0	"AK159035"	"uc009rzy.1"	"Mus musculus visual cortex cDNA, RIKEN full-length enriched library, clone:K530041C23 product:unclassifiable, full insert sequence."	1474
27300	240	155	142	34	49	28	48	27	71	"Ctdspl"	"uc009rzz.2"	"CTD small phosphatase-like protein"	4627
27301	0	0	0	0	0	0	0	0	0	"Mir26a-1"	"uc012hcg.1"	"Mus musculus microRNA 26a-1 (Mir26a-1), microRNA."	90
27302	508	416	528	266	320	292	181	208	194	"Vill"	"uc009sac.2"	"villin-like protein isoform 1"	2915
27303	300	226	250	450	414	407	371	300	300	"Plcd1"	"uc009saf.1"	"1-phosphatidylinositol-4,5-bisphosphate"	2650
27304	4	0	5	0	1	0	0.99	0	0	"Dlec1"	"uc012hcj.1"	"deleted in lung and esophageal cancer protein 1"	5263
27305	3.97	0	2.16	1.33	0	1.33	0	0	1.37	"Acaa1b"	"uc009saj.1"	"3-ketoacyl-CoA thiolase B, peroxisomal"	1669
27306	0	0	0	0	0	0	0	0	0	"Slc22a14"	"uc009sak.1"	"solute carrier family 22 member 14"	2198
27307	1	1.38	1.38	2	0	0	1.15	6	1.64	"Slc22a13"	"uc009sal.2"	"solute carrier family 22 member 13"	2004
27308	1	1.62	1.62	0	2	6	4.85	0	4.36	"9330176C04Rik"	"uc009sam.2"	"SubName: Full=Putative uncharacterized protein; SubName: Full=RIKEN cDNA 9330176C04 gene;"	1455
27309	188	192	188	128	150	109	107	116	122	"Osr1"	"uc009san.1"	"Mus musculus 10, 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2810422B09 product:overlaps exon 18 of Homo sapiens oxidative-stress responsive 1, full insert sequence."	2144
27310	498	438	420	639	608	616	705	586	532	"Oxsr1"	"uc009sao.1"	"serine/threonine-protein kinase OSR1"	1990
27311	1618.58	1272	1163	3410	3425	3111	3601	2840	2976	"Myd88"	"uc009sar.1"	"myeloid differentiation primary response protein"	1905
27312	3977.86	3229	3369.84	4081.66	4350.98	4347.72	6565.92	6094	5780.63	"Acaa1a"	"uc009sas.1"	"3-ketoacyl-CoA thiolase A, peroxisomal"	1758
27313	89	74	65	18	21	19	9	5	17	"Xylb"	"uc009sat.2"	"xylulose kinase isoform 1"	3860
27314	29	19	18	13	17	14	20	15	13	"Acvr2b"	"uc009sax.1"	"activin receptor type-2B precursor"	1701
27315	182	109	116	22	25	24	47	47	54	"Exog"	"uc009sba.2"	"nuclease EXOG, mitochondrial isoform 1"	3888
27316	0	0	0	0	0	0	0	0	0	"Scn5a"	"uc009sbc.1"	"sodium channel protein type 5 subunit alpha"	8452
27317	0	0	0	0	0	0	0	0	1	"Scn10a"	"uc009sbg.2"	"sodium channel protein type 10 subunit alpha"	6365
27318	0	0	0	0	0	0	0	0	0	"Scn11a"	"uc009sbk.1"	"sodium channel protein type 11 subunit alpha"	5835
27319	0	2	2	1	4.96	1	0	0	4	"AK076661"	"uc009sbl.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930405M08 product:unclassifiable, full insert sequence."	458
27320	838.85	736	763.11	991.11	893.7	854.99	846.1	759.98	673.86	"Wdr48"	"uc009sbn.1"	"WD repeat-containing protein 48"	3821
27321	300	254	295	34	31	38	77	70	73	"Gorasp1"	"uc009sbq.1"	"Golgi reassembly-stacking protein 1"	3483
27322	15	14	17	3	10	11	8	3	6	"Ttc21a"	"uc009sbt.1"	"tetratricopeptide repeat protein 21A"	4182
27323	269	274	311	2087	2017	1685	912	976.21	873	"Csrnp1"	"uc009sbv.1"	"cysteine/serine-rich nuclear protein 1"	2890
27324	0	1	1	0	0	0	0	1	1	"Xirp1"	"uc009sbw.2"	"xin actin-binding repeat-containing protein 1"	5839
27325	153.09	139.36	154.03	17.44	18.07	15.63	15.99	9.52	31.53	"Cx3cr1"	"uc009sbz.1"	"CX3C chemokine receptor 1"	3729
27326	0	1	0	0	0	0	0	0	0	"Ccr8"	"uc009sca.1"	"C-C chemokine receptor type 8"	1156
27327	304	326	367	105	126	93	176	175	160	"Slc25a38"	"uc009scc.1"	"solute carrier family 25 member 38"	1581
27328	33222.05	30945.35	37276.99	23140.21	24633.74	24400.98	17502.99	21280.99	19399.98	"Rpsa"	"uc009scd.2"	"40S ribosomal protein SA"	1861
27329	4	5	6	6	8	5	3	1	1	"Snora62"	"uc009scg.1"	"Mus musculus small nucleolar RNA, H/ACA box 62 (Snora62), small nucleolar RNA."	128
27330	1	2	1.94	0	3.14	3.05	3.12	2	7.15	"Mobp"	"uc009scj.1"	"myelin-associated oligodendrocyte basic protein"	1499
27331	9	2	1	0	1	1	0	0	1	"Myrip"	"uc009scn.1"	"rab effector MyRIP"	4762
27332	4	3	10	2	1	0	3	0	3	"AK085969"	"uc009sco.1"	"Mus musculus 16 days neonate heart cDNA, RIKEN full-length enriched library, clone:D830035M03 product:unclassifiable, full insert sequence."	1041
27333	565	556	578	297	256	235	310	425	436	"Eif1b"	"uc009scp.2"	"eukaryotic translation initiation factor 1b"	917
27334	6	8	10	2	3	5	2	0	2	"Entpd3"	"uc009scq.2"	"ectonucleoside triphosphate diphosphohydrolase"	3452
27335	6622	5072	4690	4126	5474	6397.97	3018	3129	4085	"Rpl14"	"uc009scr.1"	"60S ribosomal protein L14"	935
27336	0	0	0	0	0	0	0	0	0	"AK019838"	"uc009scs.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930593C16 product:unclassifiable, full insert sequence."	583
27337	4772	3778	4492.74	2677	2589	2159.41	3555	2901.07	2642.98	"Ctnnb1"	"uc009scu.2"	"catenin beta-1"	3623
27338	13	19	16	6	9	4	3	2	2	"Ulk4"	"uc012hco.1"	"serine/threonine-protein kinase ULK4"	4078
27339	1347.5	822.33	777.95	686.63	886.56	747.46	1007.09	686.04	788.24	"Trak1"	"uc009sdf.1"	"trafficking kinesin-binding protein 1"	4885
27340	1	3	4	5	2	3	3	3	1	"Cck"	"uc009sdg.2"	"cholecystokinin preproprotein"	686
27341	10	15	9	3	4	4	3	6	3	"Lyzl4"	"uc009sdi.1"	"lysozyme-like protein 4 precursor"	996
27342	0	0	1	0	0	0	0	0	0	"AK016399"	"uc009sdk.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930589B17 product:unclassifiable, full insert sequence."	749
27343	64	33	32	0	4	2	1	2	7	"Vipr1"	"uc009sdl.2"	"vasoactive intestinal polypeptide receptor 1"	4902
27344	319.45	235.96	272.76	54.19	78.46	68.61	78.93	71.47	90.16	"Sec22c"	"uc009sdn.2"	"vesicle-trafficking protein SEC22c"	5658
